,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
179,Tealosophy,"['Restaurants', 'Coffee & Tea', 'Coffee & Espresso Restaurants']",3 N Beacon St,Allston,MA,02134,(617) 903-3496,12:00 pm - 10:00 pm,
180,TeaMoji,"['Restaurants', 'Food Products']",3 N Beacon St,Allston,MA,02134,(617) 903-3496,12:00 pm - 9:30 pm,3
181,Tangierino,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']",83 Main St,Charlestown,MA,02129,(617) 242-6009,5:00 pm - 11:30 pm,18
182,B & G Oysters,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",550 Tremont St,Boston,MA,02116,(617) 423-0550,11:30 am - 11:00 pm,16
183,Morton's The Steakhouse,"['Restaurants', 'Steak Houses']",699 Boylston St Ste 1,Boston,MA,02116,(617) 266-5858,5:30 pm - 11:00 pm,
184,Ruth's Chris Steak House,"['Restaurants', 'Steak Houses', 'American Restaurants']",45 School Street Pl,Roxbury,MA,02119,(617) 742-8401,11:30 am - 10:00 pm,
185,Amrheins Restaurant,"['Restaurants', 'American Restaurants', 'Bars']",80 W Broadway,South Boston,MA,02127,(617) 268-6189,11:30 am - 10:00 pm,130
186,Tartufo Restaurant,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",22 Union St,Newton Center,MA,02459,(617) 244-8833,11:30 am - 10:00 pm,
187,The Publick House,"['Restaurants', 'American Restaurants', 'Bars']",1648 Beacon St,Brookline,MA,02445,(617) 277-2880,5:00 pm - 2:00 am,18
188,Stellina Restaurant,"['Restaurants', 'Mediterranean Restaurants', 'Italian Restaurants']",47 Main St,Watertown,MA,02472,(617) 924-9475,11:30 am - 11:30 pm,33
189,Coolidge Corner Clubhouse,"['Restaurants', 'American Restaurants', 'Bars']",307 Harvard St,Brookline,MA,02446,(617) 566-4948,11:30 am - 2:00 am,32
190,Union Street Restaurant,"['Restaurants', 'American Restaurants', 'Health Food Restaurants']",107 Union St,Newton Center,MA,02459,(617) 964-6684,11:30 am - 11:30 pm,31
191,Not Your Average Joe's,"['Restaurants', 'American Restaurants', 'Pizza']",55 Main St,Watertown,MA,02472,(617) 926-9229,11:00 am - 10:00 pm,14
192,Abe & Louie's,"['Restaurants', 'Steak Houses', 'Seafood Restaurants']",793 Boylston St,Boston,MA,02116,(617) 536-6300,11:30 am - 11:00 pm,55
193,Wings Over Brookline,"['Restaurants', 'Chicken Restaurants', 'Take Out Restaurants']",477 Harvard St,Brookline,MA,02446,(617) 264-9464,11:00 am - 11:30 pm,14
194,Rialto Restaurant + Bar,"['Restaurants', 'Mediterranean Restaurants', 'Italian Restaurants']",1 Bennett St,Cambridge,MA,02138,(617) 661-5050,5:30 pm - 9:00 pm,27
195,Bistro 5,"['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",5 Playstead Rd,Medford,MA,02155,(781) 395-7464,5:00 pm - 10:00 pm,21
196,Out Of The Blue,"['Restaurants', 'Italian Restaurants', 'American Restaurants']",215 Elm St,Somerville,MA,02144,(617) 776-5020,4:00 pm - 10:00 pm,20
197,Mike's Restaurant,"['Restaurants', 'Italian Restaurants', 'Pizza']",9 Davis Sq,Somerville,MA,02144,(617) 628-2379,11:00 am - 12:00 am,36
198,Moultons Surf and Turf Restaurant,"['Restaurants', 'Seafood Restaurants']",178 Winthrop St,Medford,MA,02155,(781) 396-6466,12:00 pm - 9:00 pm,75
199,Sycamore,"['Restaurants', 'American Restaurants', 'French Restaurants']",755 Beacon St,Newton Center,MA,02459,(617) 244-4445,5:00 pm - 10:00 pm,7
200,The Oceanaire Seafood Room,"['Restaurants', 'Seafood Restaurants', 'Fine Dining Restaurants']",40 Court St,Boston,MA,02108,(617) 742-2277,11:30 am - 10:00 pm,13
201,S & S Restaurant Deli,"['Restaurants', 'Delicatessens', 'Caterers']",1334 Cambridge St,Cambridge,MA,02139,(617) 354-0777,7:00 am - 10:00 am,101
202,Ristorante Olivio,"['Restaurants', 'American Restaurants', 'Caterers']",201 Massachusetts Ave,Arlington,MA,02474,(781) 648-2300,5:00 pm - 10:00 pm,18
203,Steamers,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",311 Watertown St,Newton,MA,02458,(617) 244-9155,10:00 am - 7:00 pm,22
204,BOND Restaurant and Lounge,"['Restaurants', 'Mongolian Restaurants', 'Family Style Restaurants']",250 Franklin St,Boston,MA,02110,(617) 956-8765,4:00 pm - 11:30 pm,9
205,Island Creek Oyster Bar,"['Restaurants', 'Seafood Restaurants', 'Bars']",500 Commonwealth Ave,Boston,MA,02215,(617) 532-5300,4:00 pm - 11:00 pm,15
206,Salvatore's,"['Restaurants', 'Italian Restaurants', 'Pizza']",55 High St,Medford,MA,02155,(781) 393-9333,11:00 am - 10:00 pm,18
207,Uno Chicago Grill,"['Restaurants', 'Italian Restaurants', 'Pizza']",287 Washington St,Newton,MA,02458,(617) 964-2296,,
208,The Red House,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",98 Winthrop St,Cambridge,MA,02138,(617) 576-0605,12:00 pm - 11:00 pm,17
209,Joe's American Bar & Grill,"['Restaurants', 'American Restaurants', 'Barbecue Restaurants']",100 Atlantic Ave,Boston,MA,02110,(617) 367-8700,11:00 am - 11:00 pm,36
210,Harvest,"['Restaurants', 'American Restaurants', 'Caterers']",44 Brattle St,Cambridge,MA,02138,(617) 868-2255,11:30 am - 10:00 pm,22
211,Fire and Ice,"['Restaurants', 'Family Style Restaurants', 'Mongolian Restaurants']",205 Berkeley St,Boston,MA,02116,(617) 482-3473,11:00 am - 10:00 pm,24
212,Tory Row,"['Restaurants', 'American Restaurants', 'French Restaurants']",3 Brattle St,Cambridge,MA,02138,(617) 876-8769,9:00 am - 11:30 pm,12
213,Bombay Club,"['Restaurants', 'Indian Restaurants', 'Middle Eastern Restaurants']",57 Jfk St,Cambridge,MA,02138,(617) 661-8100,,
214,Anam Cara Pub & Restaurant,"['Restaurants', 'Family Style Restaurants']",1648 Beacon St,Brookline,MA,02445,(617) 277-2880,,18
215,Houlihan's,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",60 State St,Boston,MA,02109,(617) 367-6377,,
216,Matilda's,"['Restaurants', 'Sandwich Shops', 'Delicatessens']",1 Crawford St,Watertown,MA,02472,(617) 926-0700,11:00 am - 2:00 pm,17
217,Savino's Grill,"['Restaurants', 'American Restaurants']",449 Common St,Belmont,MA,02478,(617) 484-3499,12:00 pm - 10:00 pm,13
218,Il Casale,"['Restaurants', 'Italian Restaurants', 'Bars']",50 Leonard St,Belmont,MA,02478,(617) 209-4942,5:00 pm - 9:30 pm,11
219,Tommy Doyles Irish Pub & Restaurant,"['Restaurants', 'Irish Restaurants', 'Taverns']",76 Winthrop St,Medford,MA,02155,(617) 864-1311,,
220,Buona Vita,"['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",450 Massachusetts Ave,Arlington,MA,02474,(781) 641-4734,4:30 pm - 10:00 pm,23
221,Waterline,"['Restaurants', 'Seafood Restaurants', 'Bars']",296 State St,Boston,MA,02109,(617) 227-3838,5:30 pm - 10:00 pm,19
222,Henrietta's Table,"['Restaurants', 'American Restaurants', 'Vegetarian Restaurants']",1 Bennett St,Cambridge,MA,02138,(617) 661-5005,6:30 am - 10:00 pm,27
223,El Oriental De Cuba,"['Restaurants', 'Asian Restaurants', 'Take Out Restaurants']",416 Centre St,Jamaica Plain,MA,02130,(617) 524-6464,8:00 am - 9:00 pm,26
224,Deluxe Town Diner,"['Restaurants', 'American Restaurants', 'Bagels']",627 Mount Auburn St,Watertown,MA,02472,(617) 926-8400,7:00 am - 9:00 pm,73
225,Artu On Charles Street,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",89 Charles St,Boston,MA,02114,(617) 227-9023,11:00 am - 10:00 pm,28
226,Middle East Restaurant,"['Restaurants', 'Middle Eastern Restaurants', 'Family Style Restaurants']",472 Massachusetts Ave,Cambridge,MA,02139,(617) 864-3278,11:00 am - 11:30 pm,50
227,Shilla Restaurant,"['Restaurants', 'Asian Restaurants', 'Family Style Restaurants']",57 Jfk St Ste 9,Cambridge,MA,02138,(617) 547-7971,11:30 am - 10:00 pm,30
228,Frank's Steak House,"['Restaurants', 'Steak Houses', 'Bars']",2310 Massachusetts Ave,Cambridge,MA,02140,(617) 661-0666,4:00 pm - 9:30 pm,82
229,McCormick & Schmick's,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",1 Faneuil Hall Market Pl,Boston,MA,02109,(617) 720-5522,11:30 am - 10:00 pm,50
230,Za Restaurant,"['Restaurants', 'American Restaurants', 'Pizza']",350 3rd St,Cambridge,MA,02142,(617) 661-3866,11:30 am - 10:00 pm,22
231,Grappa Restaurant,"['Restaurants', 'Family Style Restaurants', 'Italian Restaurants']",71 Elm St,Watertown,MA,02472,(617) 924-2941,5:00 pm - 10:00 pm,21
232,Rice Valley Restaurant,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",821 Washington St,Newtonville,MA,02460,(617) 558-7666,11:30 am - 10:00 pm,14
233,Citizen Public House & Oyster Bar,"['Restaurants', 'Seafood Restaurants', 'Bars']",1310 Boylston St,Boston,MA,02215,(617) 450-9000,5:00 pm - 11:30 pm,10
234,Bertucci's Italian Restaurant,"['Restaurants', 'Italian Restaurants', 'Pizza']",683 Vfw Pkwy,Chestnut Hill,MA,02467,(617) 327-0898,11:30 am - 9:30 pm,29
235,Canary Square,"['Restaurants', 'American Restaurants', 'Sandwich Shops']",435 S Huntington Ave,Jamaica Plain,MA,02130,(617) 524-2500,4:00 pm - 11:30 pm,9
236,The Cottage Chestnut Hill,"['Restaurants', 'American Restaurants', 'Sandwich Shops']",47 Boylston St,Chestnut Hill,MA,02467,(617) 916-5413,11:30 am - 9:00 pm,9
237,"Sangria Restaurante, Tapas & Bar","['Restaurants', 'Tapas', 'Latin American Restaurants']",398 Watertown St,Newton,MA,02458,(617) 965-0026,11:30 am - 9:00 pm,4
238,Gerry's Italian Kitchen,"['Restaurants', 'Italian Restaurants', 'Pizza']",1074 Belmont St,Watertown,MA,02472,(617) 484-0606,10:30 am - 10:00 pm,15
239,Atlantic Fish Co,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",761 Boylston St,Boston,MA,02116,(617) 267-4000,11:30 am - 11:00 pm,38
240,Top of the Hub,"['Restaurants', 'American Restaurants', 'Fine Dining Restaurants']",800 Boylston St Fl 52,Boston,MA,02199,(617) 536-1775,11:30 am - 1:00 am,55
241,Bartley's Burger Cottage,"['Restaurants', 'American Restaurants', 'Ice Cream & Frozen Desserts']",1246 Massachusetts Ave,Cambridge,MA,02138,(617) 354-6559,11:00 am - 9:00 pm,60
242,Tommy Doyles Irish Pub And Restaurant,"['Restaurants', 'Irish Restaurants', 'American Restaurants']",1 Kendall Sq Ste B1101,Cambridge,MA,02139,(617) 225-0888,11:30 am - 10:00 pm,
243,The Cheesecake Factory,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",100 Cambridgeside Pl,Cambridge,MA,02141,(617) 252-3810,11:00 am - 9:00 pm,
244,Terramia Ristorante,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",98 Salem St,Boston,MA,02113,(617) 523-3112,5:00 pm - 10:00 pm,26
245,Temple Bar,"['Restaurants', 'American Restaurants', 'Bars']",1688 Massachusetts Ave,Cambridge,MA,02138,(617) 547-5055,5:00 pm - 11:30 pm,22
246,Oleana,"['Restaurants', 'Middle Eastern Restaurants', 'Mediterranean Restaurants']",134 Hampshire St,Cambridge,MA,02139,(617) 661-0505,5:30 pm - 10:00 pm,19
247,Neptune Oyster,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",63 Salem St Ste 1,Boston,MA,02113,(617) 742-3474,11:30 am - 10:00 pm,16
248,Troquet,"['Restaurants', 'French Restaurants', 'American Restaurants']",140 Boylston St,Boston,MA,02116,(617) 695-9463,5:00 pm - 10:30 pm,19
249,Woody's Grill & Tap,"['Restaurants', 'American Restaurants', 'Pizza']",58 Hemenway St,Boston,MA,02115,(617) 375-9663,11:30 am - 11:00 pm,23
250,Casa Portugal Restaurants,"['Restaurants', 'Continental Restaurants', 'Family Style Restaurants']",1200 Cambridge St,Cambridge,MA,02139,(617) 491-8880,11:30 am - 10:00 pm,44
251,Miami Restaurant,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",381 Centre St,Jamaica Plain,MA,02130,(617) 522-4644,8:00 am - 11:00 pm,23
252,Mount Vernon Restaurant,"['Restaurants', 'American Restaurants', 'Steak Houses']",14 Broadway,Somerville,MA,02145,(617) 666-3830,Open 24 Hours,88
253,Blackjack Pasta Bar,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",52 Queensberry St,Boston,MA,02215,(617) 266-1313,11:00 am - 11:00 pm,20
254,Rice Garden,"['Restaurants', 'Chinese Restaurants']",690 Washington St,Brookline,MA,02446,(617) 277-8221,,
255,Bergamot,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",118 Beacon St,Somerville,MA,02143,(617) 576-7700,5:30 pm - 10:00 pm,10
256,Tres Gatos,"['Restaurants', 'Spanish Restaurants', 'Mediterranean Restaurants']",470 Centre St,Jamaica Plain,MA,02130,(617) 477-4851,5:30 pm - 11:30 pm,10
257,T.W. Food,"['Restaurants', 'American Restaurants', 'Fine Dining Restaurants']",377 Walden St,Cambridge,MA,02138,(617) 864-4745,5:00 pm - 10:00 pm,21
258,Aquitaine Chestnut Hill,"['Restaurants', 'Continental Restaurants', 'French Restaurants']",11 Boylston St,Chestnut Hill,MA,02467,(617) 734-8400,11:30 am - 10:00 pm,18
259,The Daily Catch,"['Restaurants', 'Italian Restaurants', 'American Restaurants']",323 Hanover St,Boston,MA,02113,(617) 523-8567,11:00 am - 9:30 pm,47
260,Dough East Boston,"['Restaurants', 'Sandwich Shops', 'Pizza']",20 Maverick St,East Boston,MA,02128,(617) 567-8787,11:00 am - 9:00 pm,14
261,Seapoint Restaurant,"['Restaurants', 'Seafood Restaurants', 'Take Out Restaurants']",367 E 8th St,South Boston,MA,02127,(617) 268-0786,11:00 am - 1:00 am,24
262,Brother's Pizza House,"['Restaurants', 'Pizza', 'Italian Restaurants']",121 Trapelo Rd,Belmont,MA,02478,(617) 484-5510,11:00 am - 10:00 pm,36
263,Anthony's Cafe On The Waterfront,"['Restaurants', 'Coffee Shops', 'American Restaurants']",252 Commercial St,Boston,MA,02109,(617) 742-2987,5:00 am - 3:00 pm,27
264,Demos Restaurant,"['Restaurants', 'Middle Eastern Restaurants', 'Greek Restaurants']",64 Mount Auburn St,Watertown,MA,02472,(617) 924-9660,11:00 am - 9:30 pm,42
265,Uno Chicago Grill,"['Restaurants', 'Italian Restaurants', 'Pizza']",22 Jfk St,Cambridge,MA,02138,(617) 497-1530,11:00 am - 11:30 pm,5
266,The Abbey,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",1657 Beacon St,Brookline,MA,02445,(617) 730-8040,11:00 am - 11:30 pm,8
267,Paolo's Trattoria,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",251 Main St,Charlestown,MA,02129,(617) 242-7229,5:00 pm - 10:00 pm,
268,Comella's,"['Restaurants', 'Italian Restaurants', 'Pizza']",43 Leonard St,Belmont,MA,02478,(617) 489-7777,11:30 am - 9:00 pm,32
269,Green Tea Restaurant,"['Restaurants', 'Family Style Restaurants']",24 Ellison Rd,Newton Highlands,MA,02461,(617) 965-2260,,
270,Diva Indian Bistro,"['Restaurants', 'Indian Restaurants', 'Caterers']",246 Elm St,Somerville,MA,02144,(617) 629-4963,11:30 am - 11:00 pm,23
271,Metropolis Cafe,"['Restaurants', 'French Restaurants', 'American Restaurants']",584 Tremont St,Boston,MA,02118,(617) 247-2931,5:30 pm - 10:00 pm,25
272,Mare Oyster Bar,"['Restaurants', 'Seafood Restaurants', 'Italian Restaurants']",3 Mechanic St,Boston,MA,02113,(617) 723-6273,4:00 am - 11:00 pm,16
273,Pomodoro,"['Restaurants', 'Take Out Restaurants', 'Italian Restaurants']",24 Harvard St,Brookline,MA,02445,(617) 566-4455,11:30 am - 11:00 pm,13
274,Taiwan Cafe,"['Restaurants', 'Take Out Restaurants', 'Seafood Restaurants']",34 Oxford St,Boston,MA,02111,(617) 426-8181,8:00 am - 12:00 am,22
275,Ariana Restaurant,"['Restaurants', 'Middle Eastern Restaurants', 'Family Style Restaurants']",384 Western Ave,Brighton,MA,02135,(617) 208-8072,5:00 pm - 10:00 pm,9
276,Jim's Deli & Restaurant,"['Restaurants', 'American Restaurants', 'Delicatessens']",371 Washington St,Brighton,MA,02135,(617) 787-2626,6:00 am - 9:00 pm,29
277,India Quality Restaurant,"['Restaurants', 'Indian Restaurants', 'Middle Eastern Restaurants']",484 Commonwealth Ave,Boston,MA,02215,(617) 267-4499,11:30 am - 11:00 pm,37
278,Bukowskis Tavern,"['Restaurants', 'Taverns', 'Bars']",50 Dalton St,Boston,MA,02115,(617) 437-9999,11:30 am - 2:00 am,22
279,Buff's Pub,"['Restaurants', 'Brew Pubs', 'Bars']",317 Washington St,Newton,MA,02458,(617) 332-9134,11:00 am - 11:30 pm,41
280,Yoki Japanese Restaurant & Sushi Bar,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",62 Station Lndg,Medford,MA,02155,(617) 381-6688,12:00 pm - 12:00 am,13
281,Meritage Restaurant,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",70 Rowes Wharf,Boston,MA,02110,(617) 439-3995,5:00 pm - 10:00 pm,18
282,Crema Cafe,"['Restaurants', 'Coffee Shops', 'Take Out Restaurants']",27 Brattle St,Cambridge,MA,02138,(617) 876-2700,7:00 am - 9:00 pm,12
283,Dave's Fresh Pasta,"['Restaurants', 'Italian Grocery Stores', 'Delicatessens']",81 Holland St,Somerville,MA,02144,(617) 623-0867,11:00 am - 7:30 pm,25
284,Row 34,"['Restaurants', 'Bars']",383 Congress St,Boston,MA,02210,(617) 553-5900,11:30 am - 11:00 pm,6
285,Clear Flour Bread,"['Restaurants', 'Bakeries']",178 Thorndike St,Brookline,MA,02446,(617) 739-0060,8:00 am - 8:00 pm,35
286,Ball Square Cafe & Breakfast,['Restaurants'],708 Broadway,Somerville,MA,02144,(617) 623-2233,6:30 am - 3:00 pm,13
287,Sarma,"['Restaurants', 'Middle Eastern Restaurants', 'Mediterranean Restaurants']",249 Pearl St,Somerville,MA,02145,(617) 764-4464,5:00 pm - 12:00 am,6
288,Thinking Cup,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",85 Newbury St,Boston,MA,02116,(617) 247-4444,7:00 am - 10:00 pm,
289,Cafe Luna,"['Restaurants', 'Coffee & Espresso Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",612 Main St,Cambridge,MA,02139,(617) 576-3400,7:30 am - 4:00 pm,16
290,Tu Y Yo,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",858 Broadway,Somerville,MA,02144,(617) 623-5411,11:30 am - 3:00 pm,19
291,Tenoch Mexican,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",24 Riverside Ave,Medford,MA,02155,(781) 395-2221,8:00 am - 9:00 pm,9
292,Polcari's Coffee Shop,"['Restaurants', 'Coffee Shops', 'Coffee & Espresso Restaurants']",105 Salem St,Boston,MA,02113,(617) 227-0786,10:00 am - 6:30 pm,18
293,Blunch,"['Restaurants', 'Delicatessens', 'Bagels']",59 E Springfield St,Boston,MA,02118,(617) 247-8100,8:00 am - 3:00 pm,13
294,Cafe Polonia,"['Restaurants', 'Coffee Shops', 'Continental Restaurants']",611 Dorchester Ave,South Boston,MA,02127,(617) 269-0110,11:00 am - 9:00 pm,18
295,Darwin's Ltd,"['Restaurants', 'Delicatessens', 'Sandwich Shops']",148 Mount Auburn St,Cambridge,MA,02138,(617) 354-5233,6:30 am - 9:00 pm,15
296,Paris Creperie,"['Restaurants', 'French Restaurants', 'Caterers']",278 Harvard St,Brookline,MA,02446,(617) 232-1770,8:00 am - 10:00 pm,15
297,Aceituna Cafe,"['Restaurants', 'Coffee Shops', 'Caterers']",605 W Kendall St,Cambridge,MA,02142,(617) 252-0707,11:00 am - 8:00 pm,14
298,Pizza-Roma,"['Restaurants', 'Pizza']",212 Waverley Ave,Watertown,MA,02472,(617) 924-9595,10:30 am - 10:00 pm,18
299,Amsterdam Falafel Shop,"['Restaurants', 'Sandwich Shops', 'Vegetarian Restaurants']",248 Elm St,Somerville,MA,02144,(617) 764-3334,11:00 am - 2:30 am,
300,Joe Pizza,"['Restaurants', 'Pizza', 'Take Out Restaurants']",634 High St,Medford,MA,02155,(781) 648-5858,11:00 am - 9:00 pm,28
301,Dino's Cafe,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",141 Salem St,Boston,MA,02113,(617) 227-1991,11:00 am - 10:00 pm,21
302,Volle Nolle,"['Restaurants', 'American Restaurants', 'Bars']",351 Hanover St,Boston,MA,02113,(617) 523-0003,5:30 pm - 10:00 pm,15
303,Cinderella's Restaurant,"['Restaurants', 'Italian Restaurants', 'Pizza']",901 Main St,Cambridge,MA,02139,(617) 576-0280,12:00 pm - 12:00 am,24
304,Plough & Stars,"['Restaurants', 'Soul Food Restaurants', 'Bars']",912 Massachusetts Ave,Cambridge,MA,02139,(617) 576-0032,11:30 am - 1:00 am,13
305,Piccolo Nido,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",257 North St,Boston,MA,02113,(617) 742-4272,4:00 pm - 10:00 pm,27
306,Saus,"['Restaurants', 'American Restaurants', 'Caterers']",33 Union St,Boston,MA,02108,(617) 248-8835,11:30 am - 10:00 pm,6
307,North 26,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",26 North St,Boston,MA,02109,(617) 523-4119,6:30 am - 10:30 pm,19
308,Zen Restaurant,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",21a Beacon St,Boston,MA,02108,(617) 371-1230,11:30 am - 10:00 pm,15
309,Sidney's Grille,"['Restaurants', 'American Restaurants', 'Bar & Grills']",20 Sidney St,Cambridge,MA,02139,(617) 494-0011,6:30 am - 2:30 pm,31
310,Vinny's Ristorante,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",76 Broadway,Somerville,MA,02145,(617) 628-1921,11:00 am - 10:30 pm,25
311,The Capital Grille,"['Restaurants', 'Fine Dining Restaurants', 'Bar & Grills']",250 Boylston St,Chestnut Hill,MA,02467,(617) 928-1400,11:30 am - 10:00 pm,5
312,Mass Avenue Restaurant,"['Restaurants', 'American Restaurants', 'Coffee Shops']",906 Massachusetts Ave,Cambridge,MA,02139,(617) 864-5301,6:30 am - 10:00 pm,19
313,Mona Lisa Pizza & Grill,"['Restaurants', 'Pizza', 'Take Out Restaurants']",1621 Cambridge St,Cambridge,MA,02138,(617) 491-1888,10:00 am - 9:30 pm,16
314,Beacon St. Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",147 Beacon St,Somerville,MA,02143,(617) 868-6100,11:00 am - 10:00 pm,31
315,Lingo Restaurant,"['Restaurants', 'Family Style Restaurants']",15 Monsignor Obrien Hwy,Cambridge,MA,02141,(617) 619-2400,8:00 am - 10:30 am,8
316,Orleans,"['Restaurants', 'American Restaurants', 'Bars']",65 Holland St,Somerville,MA,02144,(617) 591-2100,11:00 am - 1:00 am,18
317,Mother Anna's,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",211 Hanover St,Boston,MA,02113,(617) 523-8496,11:30 am - 10:00 pm,88
318,Aegean,"['Restaurants', 'Family Style Restaurants', 'Greek Restaurants']",640 Arsenal St,Watertown,MA,02472,(617) 923-7771,11:00 am - 11:00 pm,39
319,Greek Corner Restaurant,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']",2366 Massachusetts Ave,Cambridge,MA,02140,(617) 661-5655,11:00 am - 10:00 pm,31
320,Martsa On Elm,"['Restaurants', 'Asian Restaurants', 'Buffet Restaurants']",233 Elm St,Somerville,MA,02144,(617) 666-0660,11:30 am - 9:30 pm,15
